datetime,title,duration,content_type
10/9/2025 20:22,George Birge - It Won't Be Long,183,song
10/9/2025 20:26,Russell Dickerson - Happen To Me,176,song
10/9/2025 20:28,Blake Shelton - God Gave Me You (Album Version),229,song
10/10/2025 9:08,Luke Combs - Forever After All,234,song
10/10/2025 9:12,Lainey Wilson - Somewhere Over Laredo,222,song
10/10/2025 9:16,Sam Hunt - Leave The Night On,188,song
10/10/2025 9:19,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,59,break
10/10/2025 9:20,Listen.FM - Listen.FM,10,station_id
10/10/2025 13:36,Trace Adkins - You're Gonna Miss This,134,song
10/10/2025 13:38,Jelly Roll - Halfway To Hell,165,song
10/10/2025 13:41,Bailey Zimmerman - Rock and a Hard Place,199,song
10/10/2025 13:44,Lainey Wilson - Somewhere Over Laredo,231,song
10/10/2025 13:48,Megan Moroney - 6 Months Later,176,song
10/10/2025 13:51,Dylan Scott - This Town's Been Too Good To Us,190,song
10/10/2025 13:54,Rascal Flatts & Jonas Brothers - I Dare You,229,song
10/10/2025 13:58,George Birge - Mind On You,175,song
10/10/2025 14:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/10/2025 14:03,Kickin' Kountry@Listen.FM - TOH 2,12,station_id
10/10/2025 14:03,Luke Combs - Back in the Saddle,209,song
10/10/2025 14:06,Cody Johnson - Dirt Cheap,241,song
10/10/2025 14:13,Luke Bryan - One Margarita,189,song
10/10/2025 14:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,66,break
10/10/2025 14:17,Listen.FM - Listen.FM,8,station_id
10/10/2025 14:17,Blake Shelton - Stay Country or Die Tryin',206,song
10/10/2025 14:21,Justin Moore - With A Woman You Love,165,song
10/10/2025 14:23,Josh Ross - Single Again,169,song
10/10/2025 14:26,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),179,song
10/10/2025 14:29,Dustin Lynch - Small Town Boy,205,song
10/10/2025 14:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,break
10/10/2025 14:34,Listen.FM - Listen.FM,8,station_id
10/10/2025 14:34,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),205,song
10/10/2025 14:38,Ashley Cooke - your place,183,song
10/10/2025 14:41,Sam Hunt - Take Your Time (Radio Edit),212,song
10/10/2025 14:44,Koe Wetzel - High Road (feat. Jessie Murph),172,song
10/10/2025 14:47,Jon Pardi - Friday Night Heartbreaker,201,song
10/10/2025 14:50,Keith Urban - Better Life (Edit),236,song
10/10/2025 14:54,Russell Dickerson - Happen To Me,174,song
10/10/2025 14:57,Chase Matthew - Darlin',166,song
10/10/2025 15:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,break
10/10/2025 15:02,Kickin' Kountry@Listen.FM - TOH 3,15,station_id
10/10/2025 15:02,Chris Janson - Fix A Drink,184,song
10/10/2025 15:05,Jason Aldean - How Far Does A Goodbye Go,233,song
10/10/2025 15:09,Bebe Rexha f/Florida-Georgia Line - Meant To Be,157,song
10/10/2025 15:11,Tucker Wetmore - Wind Up Missin' You [Clean Edit],158,song
10/10/2025 15:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,61,break
10/10/2025 15:15,Listen.FM - Listen.FM,8,station_id
10/10/2025 15:15,Kenny Chesney - American Kids (Album Version),181,song
10/10/2025 15:18,Parker McCollum - What Kinda Man,238,song
10/10/2025 15:22,Luke Combs - Cold As You,186,song
10/10/2025 15:25,Jordan Davis - Tucson Too Late,166,song
10/10/2025 15:28,Billy Currington - People Are Crazy,222,song
10/10/2025 15:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/10/2025 15:33,Listen.FM - Listen.FM,9,station_id
10/10/2025 15:34,Morgan Wallen - I Got Better,204,song
10/10/2025 15:37,Dierks Bentley - Sideways,185,song
10/10/2025 15:40,Chase Matthew - Love You Again,170,song
10/10/2025 15:43,Zac Brown Band f/Jimmy Buffett - Knee Deep,211,song
10/10/2025 15:46,Hudson Westbrook - House Again (feat. Miranda Lambert),193,song
10/10/2025 15:50,Parmalee - Cowgirl,184,song
10/10/2025 15:53,Ella Langley - you look like you love me (feat. Riley Green),220,song
10/10/2025 15:56,HARDY - Favorite Country Song,185,song
10/10/2025 16:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/10/2025 16:01,Kickin' Kountry@Listen.FM - TOH 4,21,station_id
10/10/2025 16:01,Jason Aldean - Let Your Boys Be Country,181,song
10/10/2025 16:05,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),236,song
10/10/2025 16:08,Eli Young Band - Even If It Breaks Your Heart (Radio Edit),211,song
10/10/2025 16:12,Jackson Dean - Heavens To Betsy,198,song
10/10/2025 16:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,break
10/10/2025 16:16,Listen.FM - Listen.FM,4,station_id
10/10/2025 16:16,Carrie Underwood - Blown Away (Album Version),230,song
10/10/2025 16:20,Jelly Roll - Heart Of Stone,190,song
10/10/2025 16:23,Lee Brice - Rumor,194,song
10/10/2025 16:27,Morgan Wallen - I'm The Problem,174,song
10/10/2025 16:30,Justin Moore - Time’s Ticking,175,song
10/10/2025 16:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/10/2025 16:34,Listen.FM - Listen.FM,9,station_id
10/10/2025 16:34,Cole Swindell - Single Saturday Night,187,song
10/10/2025 16:37,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),180,song
10/10/2025 16:40,Chris Young - Young Love & Saturday Nights,189,song
10/10/2025 16:44,Luke Bryan - Country Girl (Shake It For Me),229,song
10/10/2025 16:47,Post Malone - Guy For That (feat. Luke Combs),161,song
10/10/2025 16:50,Eric Church - Hands Of Time,204,song
10/10/2025 16:53,Jason Aldean - Crazy Town,175,song
10/10/2025 16:56,Megan Moroney - You Had To Be There (feat. Kenny Chesney),213,song
10/10/2025 17:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,break
10/10/2025 17:02,Kickin' Kountry@Listen.FM - TOH 5,14,station_id
10/10/2025 17:02,Jordan Davis - Bar None,169,song
10/10/2025 17:05,Russell Dickerson - Blue Tacoma,215,song
10/10/2025 17:08,Dylan Scott - What He'll Never Have,144,song
10/10/2025 17:11,Dierks Bentley - 5-1-5-0,179,song
10/10/2025 17:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,59,break
10/10/2025 17:15,Listen.FM - Listen.FM,14,station_id
10/10/2025 17:15,Morgan Wallen - Lies Lies Lies,186,song
10/10/2025 17:18,Walker Hayes - Fancy Like,165,song
10/10/2025 17:21,Riley Green - Don't Mind If I Do (feat. Ella Langley),216,song
10/10/2025 17:24,Blake Shelton - God's Country,203,song
10/10/2025 17:31,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/10/2025 17:32,Listen.FM - Listen.FM,11,station_id
10/10/2025 17:33,James Otto - Just Got Started Lovin' You,222,song
10/10/2025 17:36,Luke Combs - Back in the Saddle,227,song
10/10/2025 17:40,Dasha - Austin [Clean],164,song
10/10/2025 17:43,Kenny Chesney - Take Her Home,184,song
10/10/2025 17:46,Jason Aldean & Carrie Underwood - If I Didn't Love You,210,song
10/10/2025 17:49,Zach Top - Good Times & Tan Lines,159,song
10/10/2025 17:52,Meghan Patrick - Golden Child,213,song
10/10/2025 17:56,Dylan Marlowe & Dylan Scott - Boys Back Home,166,song
10/10/2025 17:58,Sugarland - Something More,215,song
10/10/2025 18:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/10/2025 18:04,Kickin' Kountry@Listen.FM - TOH 6,19,station_id
10/10/2025 18:04,Max McNown - Better Me For You (Brown Eyes),191,song
10/10/2025 18:07,Kane Brown - I Can Feel It,168,song
10/10/2025 18:10,Russell Dickerson - Happen To Me,170,song
10/10/2025 18:13,Blake Shelton - A Guy With A Girl,190,song
10/10/2025 18:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,59,break
10/10/2025 18:17,Listen.FM - Listen.FM,9,station_id
10/10/2025 18:17,Lainey Wilson - Somewhere Over Laredo,219,song
10/10/2025 18:21,Florida-Georgia Line - This Is How We Roll,226,song
10/10/2025 18:24,George Birge - It Won't Be Long,190,song
10/10/2025 18:28,Morgan Wallen - Thought You Should Know,217,song
10/10/2025 18:31,Jelly Roll - Need A Favor,193,song
10/10/2025 18:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/10/2025 18:36,Listen.FM - Listen.FM,9,station_id
10/10/2025 18:36,Keith Urban - Straight Line,210,song
10/10/2025 18:40,Dylan Scott - My Girl,204,song
10/10/2025 18:43,Chase Matthew - Darlin',159,song
10/10/2025 18:46,Justin Moore - This Is My Dirt,225,song
10/10/2025 18:49,Lee Brice - One Of Them Girls,177,song
10/10/2025 18:52,Jordan Davis - I Ain't Sayin',180,song
10/10/2025 19:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/10/2025 19:02,Listen.FM - Listen.FM,5,station_id
10/10/2025 19:02,Kickin' Kountry@Listen.FM - TOH 7,15,station_id
10/10/2025 19:03,Megan Moroney - 6 Months Later,180,song
10/10/2025 19:06,Morgan Wallen - I Got Better,214,song
10/10/2025 19:09,Thomas Rhett - T-Shirt,202,song
10/10/2025 19:13,Rascal Flatts & Jonas Brothers - I Dare You,228,song
10/10/2025 19:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,break
10/10/2025 19:18,Listen.FM - Listen.FM,5,station_id
10/10/2025 19:18,Luke Bryan - Drink A Beer,198,song
10/10/2025 19:21,Luke Combs - Fast Car,266,song
10/10/2025 19:25,Eric Church - Springsteen,221,song
10/10/2025 19:29,Jon Pardi - Friday Night Heartbreaker,208,song
10/10/2025 19:33,Elle King & Miranda Lambert - Drunk (And I Don't Wanna Go Home),240,song
10/10/2025 19:37,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,break
10/10/2025 19:38,Listen.FM - Listen.FM,10,station_id
10/10/2025 19:38,Lainey Wilson - Wildflowers and Wild Horses [Single Version],210,song
10/10/2025 19:42,Zac Brown Band - Toes (Single Edit),238,song
10/10/2025 19:46,Parker McCollum - What Kinda Man,226,song
10/10/2025 19:50,Rodney Atkins - If You're Going Through Hell (Before The Devil Even Knows),221,song
10/10/2025 19:53,Russell Dickerson - God Gave Me a Girl,173,song
10/10/2025 19:56,Jordan Davis - Next Thing You Know,176,song
10/10/2025 19:59,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),230,song
10/10/2025 20:03,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,break
10/10/2025 20:04,Kickin' Kountry@Listen.FM - TOH 8,20,station_id
10/10/2025 20:05,Bailey Zimmerman - Backup Plan (feat. Luke Combs),164,song
10/10/2025 20:08,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),184,song
10/10/2025 20:11,Jon Pardi - Your Heart Or Mine,157,song
10/10/2025 20:13,Jelly Roll - Heart Of Stone,179,song
10/10/2025 20:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,58,break
10/10/2025 20:17,Listen.FM - Listen.FM,11,station_id
10/10/2025 20:17,Billy Currington - Do I Make You Wanna,228,song
10/10/2025 20:21,Hudson Westbrook - House Again (feat. Miranda Lambert),208,song
10/10/2025 20:25,Parmalee - Take My Name,149,song
10/10/2025 20:27,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),206,song
10/10/2025 20:31,Dierks Bentley - Gone,199,song
10/10/2025 20:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/10/2025 20:36,Listen.FM - Listen.FM,9,station_id
10/10/2025 20:36,Dan + Shay - Bigger Houses,189,song
10/10/2025 20:39,Jason Aldean - How Far Does A Goodbye Go,236,song
10/10/2025 20:43,Luke Bryan - I Don't Want This Night To End,214,song
10/10/2025 20:46,Jordan Davis - Bar None,177,song
10/10/2025 20:49,Chris Stapleton - White Horse [Radio Edit],212,song
10/10/2025 20:53,Chris Young & Kane Brown - Famous Friends,173,song
10/10/2025 20:56,Jelly Roll - Liar,199,song
10/10/2025 20:59,Jackson Dean - Heavens To Betsy,196,song
10/10/2025 21:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/10/2025 21:04,Listen.FM - Listen.FM,5,station_id
10/10/2025 21:04,Kickin' Kountry@Listen.FM - TOH 9,21,station_id
10/10/2025 21:04,Travis Tritt - It's A Great Day To Be Alive,233,song
10/10/2025 21:08,Parmalee - Cowgirl,186,song
10/10/2025 21:11,Luke Combs - Back in the Saddle,209,song
10/10/2025 21:15,Chayce Beckham - 23,227,song
10/10/2025 21:19,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,61,break
10/10/2025 21:20,Listen.FM - Listen.FM,9,station_id
10/10/2025 21:20,HARDY - Favorite Country Song,186,song
10/10/2025 21:23,Old Dominion - Snapback,210,song
10/10/2025 21:26,Morgan Wallen - Thinkin’ Bout Me,169,song
10/10/2025 21:29,Jon Pardi - Last Night Lonely,174,song
10/10/2025 21:32,Eric Church - Hands Of Time,205,song
10/10/2025 21:36,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,break
10/10/2025 21:37,Listen.FM - Listen.FM,7,station_id
10/10/2025 21:37,Kane Brown - Lose It,174,song
10/10/2025 21:40,Dan + Shay - Save Me The Trouble,211,song
10/10/2025 21:44,Little Big Town - Boondocks,239,song
10/10/2025 21:48,Russell Dickerson - Happen To Me,179,song
10/10/2025 21:51,Thompson Square - Are You Gonna Kiss Me Or Not,179,song
10/10/2025 21:54,Luke Combs - Love You Anyway,235,song
10/10/2025 21:58,Sam Hunt - Body Like A Back Road,160,song
10/10/2025 22:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,break
10/10/2025 22:02,Kickin' Kountry@Listen.FM - TOH 1,13,station_id
10/10/2025 22:02,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),171,song
10/10/2025 22:05,Nate Smith - World On Fire,192,song
10/10/2025 22:08,Justin Moore - Time’s Ticking,171,song
10/10/2025 22:11,Jelly Roll - Save Me (with Lainey Wilson),232,song
10/10/2025 22:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,61,break
10/10/2025 22:16,Listen.FM - Listen.FM,9,station_id
10/10/2025 22:16,Chase Matthew - Darlin',162,song
10/10/2025 22:19,Parker McCollum - Burn It Down [Radio Edit],223,song
10/11/2025 9:22,Jon Pardi - Friday Night Heartbreaker,204,song
10/11/2025 9:25,The Band Perry - If I Die Young,221,song
10/11/2025 9:29,Megan Moroney - You Had To Be There (feat. Kenny Chesney),219,song
10/11/2025 9:33,Morgan Wallen - I Got Better,204,song
10/11/2025 9:36,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/11/2025 9:38,Listen.FM - Listen.FM,6,station_id
10/11/2025 9:38,Parmalee - Girl In Mine,154,song
10/11/2025 9:40,Dylan Scott - What He'll Never Have,154,song
10/11/2025 9:43,Rodney Atkins - Take A Back Road,204,song
10/11/2025 9:46,Shaboozey - A Bar Song (Tipsy) [Clean],175,song
10/11/2025 9:49,Jason Aldean - Dirt Road Anthem,224,song
10/11/2025 9:53,Parker McCollum - What Kinda Man,233,song
10/11/2025 9:57,Mitchell Tenpenny - Truth About You,193,song
10/11/2025 10:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/11/2025 10:02,Kickin' Kountry@Listen.FM - TOH 4,19,station_id
10/11/2025 10:02,Billy Currington - Must Be Doin' Somethin' Right,236,song
10/11/2025 10:06,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),236,song
10/11/2025 10:10,Morgan Wallen - Cowgirls (feat. ERNEST),178,song
10/11/2025 10:13,Kane Brown - I Can Feel It,166,song
10/11/2025 10:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,58,break
10/11/2025 10:17,Listen.FM - Listen.FM,9,station_id
10/11/2025 10:17,Chris Young - I'm Comin' Over,189,song
10/11/2025 10:20,Hudson Westbrook - House Again (feat. Miranda Lambert),210,song
10/11/2025 10:23,Meghan Patrick - Golden Child,216,song
10/11/2025 10:27,Shaboozey - Good News,197,song
10/11/2025 10:30,Max McNown - Better Me For You (Brown Eyes),195,song
10/11/2025 10:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/11/2025 10:35,Listen.FM - Listen.FM,9,station_id
10/11/2025 10:35,Cody Johnson - Dirt Cheap,229,song
10/11/2025 10:39,Jelly Roll - Heart Of Stone,186,song
10/11/2025 10:42,Darius Rucker - Wagon Wheel (Radio Edit),233,song
10/11/2025 10:46,Jackson Dean - Heavens To Betsy,201,song
10/11/2025 10:49,Gabby Barrett - I Hope,204,song
10/11/2025 10:53,George Birge - It Won't Be Long,195,song
10/11/2025 10:56,Maddie & Tae - Die From A Broken Heart,185,song
10/11/2025 10:59,Post Malone - I Had Some Help [Clean] (feat. Morgan Wallen),173,song
10/11/2025 11:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/11/2025 11:04,Kickin' Kountry@Listen.FM - TOH 5,14,station_id
10/11/2025 11:04,Keith Urban - Straight Line,211,song
10/11/2025 11:07,Jake Owen - Barefoot Blue Jean Night,169,song
10/11/2025 11:10,Jordan Davis - Bar None,171,song
10/11/2025 11:13,Chayce Beckham - 23,221,song
10/11/2025 11:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,break
10/11/2025 11:18,Listen.FM - Listen.FM,5,station_id
10/11/2025 11:18,Jason Aldean - When She Says Baby,169,song
10/11/2025 11:21,Lainey Wilson - 4x4xU,240,song
10/11/2025 11:25,Eric Church - Hands Of Time,199,song
10/11/2025 11:28,Zac Brown Band - CHicken Fried (Radio Edit),219,song
10/11/2025 11:32,Megan Moroney - 6 Months Later,179,song
10/11/2025 11:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,break
10/11/2025 11:36,Listen.FM - Listen.FM,10,station_id
10/11/2025 11:36,Luke Combs - Back in the Saddle,210,song
10/11/2025 11:40,Scotty McCreery - This Is It,229,song
10/11/2025 11:44,Rascal Flatts & Jonas Brothers - I Dare You,224,song
10/11/2025 11:48,Sam Hunt - House Party,195,song
10/11/2025 11:51,Thomas Rhett - After All The Bars Are Closed,188,song
10/11/2025 11:54,Morgan Wallen - You Proof,165,song
10/11/2025 11:57,Riley Green - Don't Mind If I Do (feat. Ella Langley),215,song
10/11/2025 12:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/11/2025 12:02,Kickin' Kountry@Listen.FM - TOH 6,21,station_id
10/11/2025 12:02,Kenny Chesney - Take Her Home,178,song
10/11/2025 12:05,Kip Moore - Beer Money,223,song
10/11/2025 12:09,Russell Dickerson - Happen To Me,172,song
10/11/2025 12:12,Jason Aldean - My Kinda Party,229,song
10/11/2025 12:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/11/2025 12:17,Listen.FM - Listen.FM,10,station_id
10/11/2025 12:17,Jackson Dean - Fearless [Live at the Ryman],195,song
10/11/2025 12:20,Luke Combs - Lovin' On You,199,song
10/11/2025 12:23,Zach Top - Good Times & Tan Lines,153,song
10/11/2025 12:26,Blake Shelton - Stay Country or Die Tryin',211,song
10/11/2025 12:29,George Birge - Cowboy Songs [Album Version],185,song
10/11/2025 12:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,break
10/11/2025 12:34,Listen.FM - Listen.FM,10,station_id
10/11/2025 12:34,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),171,song
10/11/2025 12:37,Chris Young - Young Love & Saturday Nights,198,song
10/11/2025 12:40,Chase Matthew - Darlin',166,song
10/11/2025 12:43,Justin Moore - This Is My Dirt,213,song
10/11/2025 12:47,Lainey Wilson - Somewhere Over Laredo,220,song
10/11/2025 12:50,Luke Bryan - That's My Kind Of Night,194,song
10/11/2025 12:54,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),205,song
10/11/2025 12:57,Megan Moroney - Tennessee Orange,219,song
10/11/2025 13:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,break
10/11/2025 13:02,Kickin' Kountry@Listen.FM - TOH 7,13,station_id
10/11/2025 13:03,Riley Green - Worst Way,214,song
10/11/2025 13:06,Jason Aldean - How Far Does A Goodbye Go,232,song
10/11/2025 13:10,Sam Hunt - Kinfolks,179,song
10/11/2025 13:13,Morgan Wallen - I Got Better,203,song
10/11/2025 13:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,break
10/11/2025 13:17,Listen.FM - Listen.FM,11,station_id
10/11/2025 13:18,Zach Top - Sounds Like The Radio,215,song
10/11/2025 13:21,Florida-Georgia Line - Round Here,212,song
10/11/2025 13:25,Blake Shelton - Texas,157,song
10/11/2025 13:30,Kenny Chesney - Young,235,song
10/11/2025 13:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,break
10/11/2025 13:36,Listen.FM - Listen.FM,8,station_id
10/11/2025 13:36,Parmalee - Cowgirl,179,song
10/11/2025 13:39,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),233,song
10/11/2025 13:43,Thomas Rhett - Get Some Of That,182,song
10/11/2025 13:46,HARDY - Favorite Country Song,193,song
10/11/2025 13:49,Luke Bryan - Most People Are Good,217,song
10/11/2025 13:52,Morgan Wallen - Love Somebody,207,song
10/11/2025 13:56,Dustin Lynch - Thinking 'Bout You (feat. MacKenzie Porter),167,song
10/11/2025 13:59,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),173,song
10/11/2025 14:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/11/2025 14:03,Kickin' Kountry@Listen.FM - TOH 8,16,station_id
10/11/2025 14:03,Brett Young - In Case You Didn't Know,226,song
10/11/2025 14:07,Riley Green - Different 'Round Here (feat. Luke Combs),168,song
10/11/2025 14:10,Cole Swindell - You Should Be Here,185,song
10/11/2025 14:13,Jelly Roll - Heart Of Stone,181,song
10/11/2025 14:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,62,break
10/11/2025 14:17,Listen.FM - Listen.FM,5,station_id
10/11/2025 14:17,Brooks & Dunn - Ain't Nothin 'Bout You,197,song
10/11/2025 14:21,Lainey Wilson - Wildflowers and Wild Horses [Single Version],222,song
10/11/2025 14:24,Kip Moore - Somethin' 'Bout A Truck (Radio Edit),186,song
10/11/2025 14:27,Parker McCollum - What Kinda Man,232,song
10/11/2025 14:31,Jon Pardi - Friday Night Heartbreaker,206,song
10/11/2025 14:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/11/2025 14:36,Listen.FM - Listen.FM,10,station_id
10/11/2025 14:36,Zach Top - I Never Lie,214,song
10/11/2025 14:40,Justin Moore - Time’s Ticking,179,song
10/11/2025 14:43,Thomas Rhett - Mamaw's House (feat. Morgan Wallen),170,song
10/11/2025 14:46,Jordan Davis - Bar None,181,song
10/11/2025 14:49,Brantley Gilbert - Bottoms Up,214,song
10/11/2025 14:52,Hudson Westbrook - House Again (feat. Miranda Lambert),206,song
10/11/2025 14:56,Cody Johnson - 'Til You Can't,219,song
10/11/2025 14:59,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,88,break
10/11/2025 15:01,Listen.FM - Listen.FM,4,station_id
10/11/2025 15:01,Kickin' Kountry@Listen.FM - TOH 9,21,station_id
10/11/2025 17:55,Bailey Zimmerman - Fall In Love,179,song
10/11/2025 17:58,Carly Pearce - truck on fire,188,song
10/11/2025 18:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,88,break
10/11/2025 18:03,Listen.FM - Listen.FM,5,station_id
10/11/2025 18:03,Kickin' Kountry@Listen.FM - TOH 3,14,station_id
10/11/2025 18:03,Luke Combs - Forever After All,226,song
10/11/2025 18:10,Cole Swindell - Ain't Worth The Whiskey,186,song
10/11/2025 18:13,Dylan Scott - Can't Have Mine,184,song
10/11/2025 18:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/11/2025 18:17,Listen.FM - Listen.FM,10,station_id
10/11/2025 18:17,Darius Rucker - Alright,226,song
10/11/2025 18:21,Jordan Davis - Bar None,178,song
10/11/2025 18:24,Drew Baldridge - Tough People,211,song
10/11/2025 18:27,Jelly Roll - Save Me (with Lainey Wilson),235,song
10/11/2025 18:31,Blake Shelton - Boys 'Round Here,223,song
10/11/2025 18:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/11/2025 18:37,Listen.FM - Listen.FM,10,station_id
10/11/2025 18:37,Jon Pardi - Friday Night Heartbreaker,206,song
10/11/2025 18:40,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),209,song
10/11/2025 18:44,Morgan Wallen - Just In Case,164,song
10/11/2025 18:46,Jason Aldean - How Far Does A Goodbye Go,231,song
10/11/2025 18:50,George Birge - Mind On You,170,song
10/11/2025 18:53,Luke Combs - Back in the Saddle,220,song
10/11/2025 18:57,Dan + Shay - Save Me The Trouble,198,song
10/11/2025 19:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/11/2025 19:02,Kickin' Kountry@Listen.FM - TOH 4,17,station_id
10/11/2025 19:02,Old Dominion - One Man Band,177,song
10/11/2025 19:05,Parmalee - Cowgirl,183,song
10/11/2025 19:08,Lady Antebellum - Downtown,194,song
10/11/2025 19:11,Corey Kent - This Heart,180,song
10/11/2025 19:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,66,break
10/11/2025 19:15,Listen.FM - Listen.FM,8,station_id
10/11/2025 19:15,HARDY - Favorite Country Song,185,song
10/11/2025 19:19,Tyler Hubbard - Dancin’ In The Country,184,song
10/11/2025 19:22,Russell Dickerson - Happen To Me,172,song
10/11/2025 19:25,Scotty McCreery - Fall Of Summer,223,song
10/11/2025 19:28,Dierks Bentley - Drunk On A Plane (Yeah Version),259,song
10/11/2025 19:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,83,break
10/11/2025 19:34,Listen.FM - Listen.FM,9,station_id
10/11/2025 19:34,Jason Aldean - Whiskey Drink,187,song
10/11/2025 19:37,Parker McCollum - What Kinda Man,238,song
10/11/2025 19:41,Tim McGraw - Live Like You Were Dying,284,song
10/11/2025 19:46,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),182,song
10/11/2025 19:49,Chase Matthew - Darlin',159,song
10/11/2025 19:52,Luke Combs - Cold As You,187,song
10/11/2025 19:55,Justin Moore - Time’s Ticking,172,song
10/11/2025 19:58,Chris Stapleton - Broken Halos,178,song
10/11/2025 20:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,break
10/11/2025 20:02,Listen.FM - Listen.FM,5,station_id
10/11/2025 20:02,Kickin' Kountry@Listen.FM - TOH 5,8,station_id
10/11/2025 20:02,Dylan Scott - This Town's Been Too Good To Us,185,song
10/11/2025 20:05,Russell Dickerson - Love You Like I Used To,195,song
10/11/2025 20:09,Jackson Dean - Heavens To Betsy,193,song
10/11/2025 20:12,Dierks Bentley - 5-1-5-0,179,song
10/11/2025 20:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/11/2025 20:16,Listen.FM - Listen.FM,9,station_id
10/11/2025 20:16,Kelsea Ballerini - Cowboys Cry Too (with Noah Kahan),220,song
10/11/2025 20:20,Keith Urban - Who Wouldn't Wanna Be Me (Radio Edit),224,song
10/11/2025 20:24,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),230,song
10/11/2025 20:27,Josh Ross - Single Again,173,song
